date,open,high,low,close,adj_close,volume,vwap,obv
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,
2025-05-06,1506.0,1515.5999755859375,1499.0999755859375,1511.5,1490.528076171875,4270530,1455.2216221791043,37197412.0
2025-05-07,1500.0,1518.800048828125,1496.5999755859375,1508.300048828125,1487.37255859375,5691799,1456.5098660124017,31505613.0
2025-05-08,1508.0,1516.5,1501.199951171875,1511.4000244140625,1490.4295654296875,8424409,1458.3678615005083,39930022.0
2025-05-09,1500.699951171875,1511.4000244140625,1494.0999755859375,1507.5999755859375,1486.6822509765625,4478653,1459.2065043053922,35451369.0
2025-05-12,1537.0,1632.0,1532.0,1626.9000244140625,1604.3270263671875,11372857,1465.3021738053928,46824226.0
2025-05-13,1609.0,1612.199951171875,1564.5999755859375,1568.5999755859375,1546.8358154296875,12846210,1470.8476586542079,33978016.0
2025-05-14,1574.0,1595.0,1569.5,1592.4000244140625,1570.3056640625,4870057,1472.882362339983,38848073.0
2025-05-15,1589.800048828125,1618.5999755859375,1571.0,1613.0,1590.6197509765625,11151167,1477.8743961219468,49999240.0
2025-05-16,1612.5999755859375,1612.5999755859375,1581.5,1589.9000244140625,1567.84033203125,4576751,1479.714636026462,45422489.0
2025-05-19,1576.5,1585.0,1555.699951171875,1559.800048828125,1538.157958984375,8855798,1482.2921387863169,36566691.0
2025-05-20,1570.0,1583.5,1558.0,1560.5999755859375,1538.94677734375,7143998,1484.275296558838,43710689.0
2025-05-21,1567.9000244140625,1571.0,1552.0999755859375,1568.5,1546.7371826171875,4157309,1485.3405254894046,47867998.0
2025-05-22,1555.5,1560.800048828125,1540.0,1547.5,1526.028564453125,6158990,1486.5866366280056,41709008.0
2025-05-23,1550.0,1587.199951171875,1550.0,1564.800048828125,1543.088623046875,5038421,1487.8508023558213,46747429.0
2025-05-26,1566.5999755859375,1583.800048828125,1562.699951171875,1580.5,1558.5706787109375,3170102,1488.7073941859855,49917531.0
2025-05-27,1579.9000244140625,1582.9000244140625,1556.4000244140625,1570.0999755859375,1548.3150634765625,7775714,1490.6022700678986,42141817.0
2025-05-28,1581.0,1587.699951171875,1570.0,1571.800048828125,1549.991455078125,3623370,1491.5275012560126,45765187.0
2025-05-29,1589.0,1608.9000244140625,1576.5999755859375,1585.5999755859375,1563.5999755859375,8609500,1493.9940374574935,54374687.0
2025-05-30,1571.0,1572.0,1555.0999755859375,1562.699951171875,1562.699951171875,13148092,1496.537124642461,41226595.0
2025-06-02,1560.0,1560.0,1539.0,1553.800048828125,1553.800048828125,4374509,1497.1935156631116,36852086.0
2025-06-03,1559.0,1567.300048828125,1535.5999755859375,1543.0,1543.0,6853403,1498.1479295077597,29998683.0
2025-06-04,1543.0,1557.300048828125,1541.4000244140625,1551.199951171875,1551.199951171875,4548307,1498.7782372122874,34546990.0
2025-06-05,1547.9000244140625,1567.699951171875,1541.5999755859375,1554.300048828125,1554.300048828125,6948539,1499.7954168305746,41495529.0
2025-06-06,1554.699951171875,1568.9000244140625,1543.0999755859375,1563.800048828125,1563.800048828125,3960020,1500.4005294072954,45455549.0
2025-06-09,1578.0,1588.0,1571.0,1572.9000244140625,1572.9000244140625,2903202,1500.9763193968959,48358751.0
2025-06-10,1584.0,1607.5,1577.5,1596.0,1596.0,8591925,1502.9857356359403,56950676.0
2025-06-11,1590.0999755859375,1634.5999755859375,1590.0999755859375,1631.0999755859375,1631.0999755859375,10597410,1505.9966329263646,67548086.0
2025-06-12,1617.0,1628.0,1598.0999755859375,1608.5999755859375,1608.5999755859375,10483574,1508.648109896209,57064512.0
2025-06-13,1576.0,1609.0,1570.199951171875,1602.0,1602.0,6968315,1510.0452159963456,50096197.0
2025-06-16,1600.0,1634.800048828125,1597.0999755859375,1623.800048828125,1623.800048828125,5591842,1511.4565603652015,55688039.0
2025-06-17,1620.699951171875,1647.4000244140625,1615.5999755859375,1639.9000244140625,1639.9000244140625,7622083,1513.5962795194264,63310122.0
2025-06-18,1621.0,1644.699951171875,1621.0,1632.9000244140625,1632.9000244140625,5629707,1515.1112279203878,57680415.0
2025-06-19,1623.9000244140625,1630.0,1611.5,1618.4000244140625,1618.4000244140625,5147760,1516.3150816482485,52532655.0
2025-06-20,1619.0,1630.699951171875,1608.9000244140625,1622.9000244140625,1622.9000244140625,9202821,1518.4171839779287,61735476.0
2025-06-23,1601.0,1601.0,1575.4000244140625,1584.0,1584.0,7943676,1519.5840860873755,53791800.0
2025-06-24,1601.0,1609.0,1576.5999755859375,1581.5999755859375,1581.5999755859375,8083992,1520.7701019586282,45707808.0
2025-06-25,1590.0,1619.9000244140625,1585.0999755859375,1614.9000244140625,1614.9000244140625,7813533,1522.163697985887,53521341.0
2025-06-26,1608.800048828125,1624.0,1606.5999755859375,1620.199951171875,1620.199951171875,3885270,1522.922418020478,57406611.0
